content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Veery good app,2022-04-26 20:11:58,,59.199999999999996,0.0,40.8,44.04,Positive
Dear already send mail through my gmail id and attached my all decoument,2022-04-26 19:02:48,1.10.5,17.8,0.0,82.19999999999999,38.18,Positive
Worse app tried to log in even if correct saying not correct and even if i tried to forget and make new password but not allowing to log in again very disappointed with your service,2022-04-26 12:37:44,,0.0,20.7,79.3,-79.58,Negative
Very nice using this app no need go to bank Only stay at home to send my money to my family alawance in the Philippines,2022-04-26 11:20:54,1.10.5,10.9,7.8,81.3,22.470000000000002,Positive
I send money from my bank account to my STC PAY  The notification said it is recieved already but my money did not add on my account  I want my money back if you still did not fix this,2022-04-26 10:56:20,1.10.5,3.8,4.1000000000000005,92.10000000000001,-3.01,Negative
Too many bugs in the app Unable to transfer money to contact Waited for number minutes to talk to customer care but could not reach them  Also not able to register complaint thru app So where will customers go,2022-04-26 10:52:50,1.10.5,7.7,9.3,83.0,-16.82,Negative
fast transaction,2022-04-26 09:16:12,,0.0,0.0,100.0,0.0,Neutral
Beta program is full and i cannot fund my stc digital wallet using my anb bank Please fix this problem thank you,2022-04-26 08:19:28,1.10.5,18.8,10.6,70.6,27.32,Positive
Useless help  support team members I have made international transactions twice and both were rejected when i spoke to the support  help team none gave me valid answer nor solution One time i requested to speak to one of the help agents he entered the chat and left immediately the second one was a female she checked my transaction then sent a bot answer and left immediately like wtf Are you employing kids as costumer service who cannot solve a problem and run away,2022-04-26 07:17:06,,18.7,13.8,67.5,58.64,Positive
Verry bad service,2022-04-26 05:43:45,1.10.5,0.0,63.6,36.4,-54.230000000000004,Negative
I cannot operate this app from oppo Mobile very bad experience,2022-04-26 02:14:01,1.10.5,0.0,29.599999999999998,70.39999999999999,-58.489999999999995,Negative
Stcpay is good very fast my prob numberdays from now I cannot open my stc pay I put my pass code not accepted pls help me,2022-04-26 02:07:49,1.10.5,10.100000000000001,23.400000000000002,66.4,-20.080000000000002,Negative
Best app the stc pay Fast working,2022-04-25 19:42:28,1.10.5,39.6,13.200000000000001,47.199999999999996,58.589999999999996,Positive
App is not working at all Evsry time it asked me to change the passowrd I tried to call help line Every time they said we raised your issue with technical team But nothing happend Its being number month i am facin this issue Ersal app is way bater then STC App Do Not reply me with sayin please send an email to us at care Its useless Really disappointed Stc services use to be great With STC pay app its worst now,2022-04-25 18:08:41,1.5.11,15.6,15.0,69.39999999999999,-8.73,Negative
stc    NFC,2022-04-25 14:38:23,,0.0,81.6,18.4,-66.33,Negative
Evertime techinical issue Bad appno good rate Ininstaalled,2022-04-25 13:13:33,1.10.5,23.400000000000002,28.199999999999996,48.4,-15.310000000000002,Negative
Myself new account for open,2022-04-25 10:47:51,1.10.5,0.0,0.0,100.0,0.0,Neutral
PLEASE FIX CANNOT DETERMINE LOCATION THIS IS VERY ANNOYING,2022-04-25 09:40:50,1.10.5,18.7,24.3,56.89999999999999,-17.61,Negative
So many technical problems It does not open showing a message location changed  and it does not send the activation code for payment,2022-04-25 03:48:11,1.10.5,0.0,12.4,87.6,-45.22,Negative
,2022-04-25 03:12:24,,0.0,0.0,0.0,0.0,Neutral
But same time stc not working,2022-04-24 14:18:29,,0.0,0.0,100.0,0.0,Neutral
I am trying to transfer money to my friend from last number days But its showing all the time PLEASE TRY AGAIN,2022-04-24 12:23:19,1.10.5,28.9,0.0,71.1,74.3,Positive
Very bad customer service,2022-04-24 05:05:59,1.10.5,0.0,55.800000000000004,44.2,-58.489999999999995,Negative
Costumer services not good,2022-04-24 04:59:00,1.10.5,0.0,44.5,55.50000000000001,-34.12,Negative
Bad experience of using app Once got hold will make you frustrated and will not release as requested Kindly use this app on you are own Wil I had bad experience,2022-04-24 04:43:02,1.10.5,8.1,26.3,65.7,-80.2,Negative
This was a good app before Your updates and maintenance destroyed this app It closes prematurely I cannot even send load to STC number Please do not update if you cannot maintain your service,2022-04-23 14:09:27,1.10.5,17.2,8.5,74.3,31.819999999999997,Positive
Please do not use this app it is SO BAD and they stole number SR from me,2022-04-23 11:46:36,1.10.5,15.7,23.0,61.199999999999996,-56.599999999999994,Negative
Very bad service,2022-04-23 09:21:17,1.10.5,0.0,65.5,34.5,-58.489999999999995,Negative
I have been having this problem since a very long time now  and there is money on my account however I cannot transfer to any number or even to my bank account  I cannot verify my account on Nafatg either  Everytime I enter my one time password to enter to nafath and verify  it says an error has occurred an error has occurred I called the customer service more than once he is giving absurd solutions and non works  until he told wait until the app is updated,2022-04-23 01:45:23,1.10.5,6.0,9.5,84.5,-62.8,Negative
nic,2022-04-22 16:39:35,1.10.5,0.0,0.0,100.0,0.0,Neutral
Very easy  good,2022-04-22 09:02:05,1.10.5,86.4,0.0,13.600000000000001,74.85000000000001,Positive
Please solve this issue STC passcode is not correct,2022-04-22 05:38:11,1.10.5,36.9,0.0,63.1,47.67,Positive
One of the worst payment app is STC PAY going to switch YOU ARE Pay soon,2022-04-22 05:06:47,1.10.5,0.0,37.0,63.0,-76.72,Negative
accha hai,2022-04-22 00:13:14,1.10.5,0.0,0.0,100.0,0.0,Neutral
I send money number days ago but it is on hold Nobody gives guidance what I do,2022-04-21 21:35:33,1.10.5,7.6,0.0,92.4,3.8699999999999997,Positive
please help me I forget my stc pay pass code,2022-04-21 19:52:12,1.10.5,37.6,24.8,37.6,40.19,Positive
red heartred heart,2022-04-21 18:08:14,1.10.5,0.0,0.0,100.0,0.0,Neutral
The worst User experience I am literally unable to verify my identity and every time I reach the support the literally leave the conversation without resolving the issue or providing a real solution,2022-04-21 14:09:37,,16.2,19.900000000000002,63.9,-33.650000000000006,Negative
,2022-04-21 13:36:27,1.10.5,0.0,0.0,0.0,0.0,Neutral
Not easy i openand said wrong my informationbut its impossible,2022-04-21 03:52:46,1.10.5,0.0,44.0,56.00000000000001,-67.11,Negative
Bad service,2022-04-21 03:51:59,1.10.4,0.0,77.8,22.2,-54.230000000000004,Negative
Do not use this application It is unreliable  bad customer care and worst transfer system,2022-04-21 02:33:49,1.10.5,14.000000000000002,33.300000000000004,52.6,-65.97,Negative
,2022-04-20 18:04:44,1.10.5,0.0,0.0,0.0,0.0,Neutral
I cannot do any thing but add money in Either does not allow transfers even to stc and creating a card trying to pay a friend etc says that there is a technical error I feel completely ripped off I cannot even transfer the money I put into the app back to my account And to close it I need to go to a sadad office Disgusting dishonest Do not use it Just exactly how long does it take to get a response from your care email number days and nothing,2022-04-20 15:41:03,1.10.5,12.6,16.5,70.8,-60.58,Negative
otp,2022-04-20 15:17:03,1.10.5,0.0,0.0,100.0,0.0,Neutral
Very Bad experience Before one month i make one transaction but still pending I do not know where my money,2022-04-20 10:49:13,1.10.5,0.0,12.4,87.6,-33.92,Negative
I did not open my stc pay,2022-04-20 05:52:02,1.10.5,0.0,21.9,78.10000000000001,-10.27,Negative
Very good smiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyes,2022-04-20 04:53:49,1.10.5,62.0,0.0,38.0,94.6,Positive
Cc NC Huguenot https v,2022-04-20 04:10:26,,0.0,0.0,100.0,0.0,Neutral
I love this app red heartred heartred heart,2022-04-19 23:06:47,1.10.5,41.199999999999996,0.0,58.8,63.690000000000005,Positive
Very expansive rate,2022-04-18 17:00:10,1.10.5,0.0,0.0,100.0,0.0,Neutral
I cannot log in stceven i filling correct Details  invaild mobile number format there show like that What i do for register Stc pay,2022-04-18 16:30:59,1.10.5,16.400000000000002,6.0,77.60000000000001,34.0,Positive
worst app i have ever seen since number hours i add money in stc wallet when i go for transfer it is saying we have technical issue try after some time,2022-04-18 08:52:54,1.10.5,4.1000000000000005,13.100000000000001,82.8,-58.589999999999996,Negative
I am unable add amount gfrom bank to stc pay acc And in biller number no We cannot find it,2022-04-18 05:32:15,1.10.5,6.2,17.2,76.6,-31.819999999999997,Negative
Why i cannot link my card on paypal hot face,2022-04-18 02:28:02,,0.0,0.0,100.0,0.0,Neutral
Bad responden YOU hold my transfer and to cancel transfer its so difficult Thanks to make my family waiting my money,2022-04-17 21:47:45,1.10.5,11.0,30.2,58.8,-67.7,Negative
I am unable to add beneficiary last number days alws showing Technician problem try aftersome time,2022-04-17 16:10:20,1.10.5,23.0,14.099999999999998,62.8,17.79,Positive
Not Bad Not Good,2022-04-17 16:01:49,1.10.5,71.0,0.0,28.999999999999996,59.809999999999995,Positive
Wrost app my transfer has pending from December costumer care not receiving my call so do not use this app any one,2022-04-17 08:07:35,1.10.5,13.200000000000001,0.0,86.8,49.39,Positive
Before it was a good app now it is worst app now service is very bad even help and support is very bad I have been trying to call on the help and support but there is no proper response iam unable to send money to contacts or withdraw money using QR code scann on Anb Bank ATM guys place do not use this application you will be suffering for you are own to be sent to you are family or friends even you cannot withdraw very bad app hot faceenraged faceenraged faceenraged faceenraged faceenraged faceloudly crying faceloudly crying faceloudly crying face,2022-04-17 03:55:11,1.10.5,10.5,24.4,65.0,-96.89,Negative
,2022-04-17 03:36:19,1.10.5,0.0,0.0,0.0,0.0,Neutral
International account money transfer Service very poor,2022-04-17 01:14:01,,0.0,36.1,63.9,-52.559999999999995,Negative
This app is very down am filling up my details but all over you mobile number is invalidhow this possible and yet you are sending the verification code with that number how,2022-04-17 00:18:18,1.10.5,8.799999999999999,0.0,91.2,22.63,Positive
I used to be promoter user for this app Now it is disappointing me with many technical error,2022-04-16 19:41:38,1.10.5,0.0,28.199999999999996,71.8,-70.96000000000001,Negative
this app is very danger because even go to one time log out problem to login again one month go i can not getting any solution also my salary was there in stc pay what is the exactly problem phoneour app also i trying to fix it tol free number but i can not get solution from there I do not know what I do,2022-04-16 16:24:53,1.10.5,5.0,16.8,78.2,-70.69,Negative
Can you change SNB to stc pay money transfer referal port,2022-04-16 07:59:14,1.10.5,0.0,12.3,87.7,-10.27,Negative
Niec,2022-04-16 04:53:38,1.10.5,0.0,0.0,100.0,0.0,Neutral
Land,2022-04-16 04:34:32,,0.0,0.0,100.0,0.0,Neutral
I love stc pay I really like this easy to use and easy to transfer money to my country,2022-04-16 04:21:30,1.10.5,51.800000000000004,5.0,43.2,93.25,Positive
Very handy during emergency nice app thank you,2022-04-16 03:52:35,,40.300000000000004,21.8,38.0,34.77,Positive
Hello is there a problem with stc now When I click on the international transfer a message appears Unauthorized overdraft of SAR numbernumber on account        What happens,2022-04-15 21:26:32,1.10.5,0.0,10.5,89.5,-40.19,Negative
Its a good app but sometimes t misbehavewhich killz me but otherwise ts ok,2022-04-15 18:21:07,1.10.5,32.2,0.0,67.80000000000001,57.89,Positive
same issue again everytime theirs un update problem occur whenever I press my beneficiary a red message appears over draft to your aacountappear please fix this issuethnks,2022-04-15 18:16:32,1.10.5,17.9,9.0,73.1,40.19,Positive
Wonderful App,2022-04-15 16:16:19,1.10.5,78.7,0.0,21.3,57.19,Positive
This developer is deleting the bad comments and displays showing just good comments I do not know But this app is not working just takes money,2022-04-15 16:14:05,,7.199999999999999,8.3,84.6,-7.720000000000001,Negative
Ukiee,2022-04-15 12:04:35,,0.0,0.0,100.0,0.0,Neutral
Mid February starts app was broke and limite number per month but no use and app was too much time to login otp also delayed and customer care service was not responding,2022-04-15 08:09:48,,13.8,17.8,68.4,-15.310000000000002,Negative
Great app  but most of the times money transfer took more than a week or even more  the worst customer service  no straight answer  even when you raise complaint no one cares,2022-04-15 07:27:29,1.10.5,18.8,30.5,50.7,-76.27000000000001,Negative
Sir please add The federal bank  india thank you,2022-04-15 04:38:03,,40.699999999999996,0.0,59.3,58.589999999999996,Positive
My number is registered in my IDiqama already but It always saying that its not Too bad I cannot register,2022-04-15 03:21:07,1.10.5,22.5,0.0,77.5,60.27,Positive
Normal,2022-04-14 22:52:17,1.10.5,0.0,0.0,100.0,0.0,Neutral
Good app OK hand thumbs up,2022-04-14 16:18:33,,75.1,0.0,24.9,84.15,Positive
Why my stc pay I add my qitap number and it is not updated when I am checking my qitaf point in mystc it is not same in stcpay qitaf account,2022-04-14 08:15:00,1.10.5,4.3999999999999995,4.7,90.9,-2.58,Negative
at first it was okey  the worst experience started i cannot transfer international or local even withdrawing cash to atm and also recharging my phone numberfor passed how many days until now always showing unexpected problem try again laterfor how many days i am calling customer care number also thier not answer me always busy for other CUSTOMER  is not i am also a CUSTOMER,2022-04-14 05:52:00,,6.6000000000000005,10.0,83.5,-51.06,Negative
This app is not goodi downloaded itbut it will always say my number is not under my idor something about my location services is wrongi am giving it only number star,2022-04-14 05:18:33,1.10.5,15.2,0.0,84.8,45.879999999999995,Positive
each update getting worse,2022-04-14 03:58:25,,0.0,50.8,49.2,-47.67,Negative
Very bad experienceevery checking technical issues,2022-04-14 01:01:02,1.10.5,0.0,43.1,56.89999999999999,-58.489999999999995,Negative
SENT BUT NOT RECEIVE WHAT IS HAPPENING TO STC PAY I ALREADY SEND MANY TIMES WITH REF NUMBER THEN THE AMOUNT I SEND COMING BACK AGAIN IN MY STC PAY,2022-04-14 00:39:26,1.10.5,4.9,10.8,84.3,-19.009999999999998,Negative
Customer management is very very bad I was trying to get customer care executive and chat support since two daysthey did not not replying,2022-04-14 00:33:58,,19.7,13.600000000000001,66.7,20.919999999999998,Positive
Worst app ever keep waiting for their reply through out you are life but they will not reply you are qustion,2022-04-13 23:45:23,1.10.5,0.0,11.3,88.7,-37.16,Negative
This good,2022-04-13 23:17:51,1.5.9,74.4,0.0,25.6,44.04,Positive
Its good and safety to send remittance,2022-04-13 19:26:32,,53.300000000000004,0.0,46.7,69.08,Positive
got it,2022-04-13 02:33:08,1.10.5,0.0,0.0,100.0,0.0,Neutral
Does not work,2022-04-13 01:12:19,1.10.5,0.0,0.0,100.0,0.0,Neutral
Now it so bad,2022-04-12 19:21:57,,0.0,60.0,40.0,-66.96,Negative
Why loudly crying face I downloaded and I put my STC but not coming I want to open the account It is coming anymore please I want to open the account,2022-04-12 15:02:50,,9.6,15.4,75.0,6.03,Positive
So nice smiling face with hearts,2022-04-12 13:41:39,,61.4,0.0,38.6,74.85000000000001,Positive
,2022-04-12 13:04:39,1.10.5,0.0,0.0,0.0,0.0,Neutral
this app is a failure there might be a chance to lose your money money bag,2022-04-12 11:54:41,,10.5,31.6,57.9,-61.24000000000001,Negative
Excellent rating,2022-04-12 08:56:28,1.10.5,78.7,0.0,21.3,57.19,Positive
I cannot send local bank transfer which is my beneficiary are already registeredit requesting bank beneficiary names,2022-04-12 08:48:22,1.10.5,30.7,0.0,69.3,73.50999999999999,Positive
Very bad experience i send numbersr to my sabb account then it shows in stc pay that its already send but i did not receive any in my sabb account then i call it to the call center then they said it will be fixing did not give any date that they will fix it but suddenly they send message in my no That my cases was close and done already but still i did not get or receive any money in my sabb account then i call the call center but they are not answering my call disappointed facedisappointed face,2022-04-12 06:50:03,,0.0,10.299999999999999,89.7,-86.07000000000001,Negative
I like using it because it is easy for me,2022-04-12 06:05:34,1.10.5,43.5,0.0,56.49999999999999,65.97,Positive
Very bad  amount has been deducted from my account but did not transferred to others benificery  And STCPAY helpline do not have any way to return this amount crying face pensive face NEVER RECEMENDED face with steam from nose,2022-04-12 04:40:02,1.10.5,3.3000000000000003,14.899999999999999,81.8,-72.67,Negative
It was ok until the last two months it was really bad experience I cannot pay my bills due to server errorsometimes i cannot see any info in the app as every stc experience it goes from good to very bad,2022-04-11 22:13:41,1.10.5,13.3,15.8,70.89999999999999,-49.220000000000006,Negative
This is to your kind support to refund my money which I lost from my stc pay account  numbernumbernumber  I had been paid number riyal for number sawa recharge card of number riyals and i only got number card payment but total number SAR deducted from my STCpay account  Please return my number riyal in my account  Hope your prompt action,2022-04-11 20:30:14,1.10.5,27.3,4.2,68.5,88.85,Positive
No doubt the app is good but need some bugs to fix but the service us really really poor  Tried calling the service like number times no on attened the call numbernd the chat option in it even there only at one point the AI message were replying but the agents did respond even on chat need to improve service Its very poor,2022-04-11 19:07:57,,13.0,20.0,66.9,-76.92999999999999,Negative
The app is not consistently functioningsleepy face,2022-04-11 12:50:56,,0.0,0.0,100.0,0.0,Neutral
,2022-04-11 11:40:42,1.10.4,0.0,0.0,0.0,0.0,Neutral
I need call stc pay coustomer care center for complaint regarding my transaction,2022-04-11 11:05:49,,20.3,22.8,56.99999999999999,15.310000000000002,Positive
March numbernumber I transferred numbersr into STC wallet through SNB SADADMy money deducted already from my NSB account by numbersr but not showed to stcpay and no notification come out where the money gohow many times I call costumer service but nothing happens March numbernumber finally numbersr appear after numberdays waiting anyways still thankful Shukran,2022-04-11 09:45:47,1.10.4,8.6,4.8,86.7,50.23,Positive
The app is awesome but I am facing a problem for number days Each time I tried to create a physical or digital stc pay card it gives me a technical error try again It is been more than number days What is the solution,2022-04-11 09:01:10,1.10.5,21.4,16.8,61.8,9.0,Positive
Tooooo much trouble,2022-04-11 08:53:05,1.10.5,0.0,57.4,42.6,-40.19,Negative
Anb atm qr code not Widravel QR CASH WIDRAVEL NOT AVAILABLE atm screen play,2022-04-11 05:37:28,1.10.5,15.6,0.0,84.39999999999999,34.0,Positive
Worst,2022-04-11 04:24:19,1.10.5,0.0,100.0,0.0,-62.49,Negative
I thought it was a good online paybut in the end I paid the stc pay wifi bill for a week not credited i was contacted with stc customer care but untill now they not taken any action yet I think this is not a good online payface with raised eyebrow,2022-04-10 21:48:52,1.10.5,15.9,5.5,78.5,73.07000000000001,Positive
Very helpful,2022-04-10 18:52:33,,75.6,0.0,24.4,47.54,Positive
Good UI but Bad application full of errors,2022-04-10 14:42:54,1.10.5,13.200000000000001,53.0,33.800000000000004,-78.45,Negative
Error in logging in,2022-04-10 13:43:02,,0.0,47.4,52.6,-40.19,Negative
Safe and easy to use,2022-04-10 10:08:21,1.10.5,65.9,0.0,34.1,70.03,Positive
I cannot open and upload additional documents required option for international transfer please reply Such a useless app to transfer international and local transfer Customer care is not responding enraged faceenraged faceenraged faceenraged faceenraged faceenraged faceenraged faceenraged faceenraged faceenraged face,2022-04-10 09:45:37,1.10.5,17.4,6.3,76.3,60.699999999999996,Positive
Why i cannot take Screenshot or Video Record,2022-04-10 07:19:58,,0.0,0.0,100.0,0.0,Neutral
Receiving otp too late Not a good experience,2022-04-10 03:45:35,,0.0,28.599999999999998,71.39999999999999,-34.12,Negative
Something cannot recognize my stc mobile number,2022-04-10 03:43:46,1.10.5,17.8,0.0,82.19999999999999,7.720000000000001,Positive
For me STC pay servise is worst since I have recharged number riyal from my STC pay to Javi after my balance has been deduct but my recharge was not successful since from last two month I am calling customer service but still my problem persist and not getting my issue resolved,2022-04-10 03:19:16,,5.4,21.4,73.1,-85.58,Negative
There were some problem for some time now its working perfectly thumbs upthumbs upthumbs upthumbs up,2022-04-10 02:08:14,1.10.5,20.1,12.9,67.0,36.120000000000005,Positive
Hi sir I send money my stc account to ANB account last night numbernumberpm money is deducted my stc account but not showing balance ANB what is problem in stc still not showing balancenow almost number hours pass please what can I do,2022-04-10 01:24:25,1.10.5,8.7,7.8,83.5,-15.049999999999999,Negative
Very helpfull to those who want sending money easely order anything in online shops thanks stc payred heart,2022-04-09 23:59:24,1.10.5,20.8,0.0,79.2,49.39,Positive
Change of mobile number is not available my money stuck overderno good service,2022-04-09 22:41:35,1.10.5,25.900000000000002,12.3,61.7,29.599999999999998,Positive
Good for our Needs smiling face with smiling eyes,2022-04-09 17:53:28,,59.699999999999996,0.0,40.300000000000004,83.6,Positive
Hii stc pay I want to use this stc pay wallet bt iam new and i can not verify my id and i cannot send money when i try to use always tell me technical issue try again try again  and i do not use stc pay sim i want to use my absher so can you help me  thankyou by the way i can not speak proper english bt hope you understood,2022-04-09 16:24:10,1.10.5,11.799999999999999,5.8999999999999995,82.3,64.44,Positive
very good aap,2022-04-09 16:06:00,1.10.5,61.5,0.0,38.5,49.27,Positive
I have been trying to call on customer care to solve my online transaction no replyno response its been more than number days transaction has not been done or refundedvery irritating,2022-04-09 15:58:19,1.10.5,17.9,14.099999999999998,68.0,9.719999999999999,Positive
Good trusted app,2022-04-09 12:28:02,1.10.5,85.7,0.0,14.299999999999999,71.84,Positive
Is it international app or local because my friend send money through this app Frome soudi Arab to India but transaction is not made Firstly it shows Transfer is on hold and later shows the transaction is complete but I still did not receive any amount Moreover it took above one month but still no results So I request the team to make it clear and suggest us what to do and how can we get that money,2022-04-09 06:31:00,1.10.5,6.800000000000001,3.4000000000000004,89.8,40.19,Positive
,2022-04-09 05:47:53,1.10.5,0.0,0.0,0.0,0.0,Neutral
hanging many times Not working many times Technical problems,2022-04-08 23:09:21,1.10.5,0.0,25.2,74.8,-40.19,Negative
I have good expr,2022-04-08 22:58:13,1.10.5,59.199999999999996,0.0,40.8,44.04,Positive
This app is of no use outside SA says suspicious activities LOL it is not an international payment app and inside SA we have too many Real options,2022-04-08 22:27:51,1.10.5,10.6,14.099999999999998,75.2,-4.31,Negative
nixe,2022-04-08 10:25:14,,0.0,0.0,100.0,0.0,Neutral
for,2022-04-08 09:57:27,1.10.5,0.0,0.0,100.0,0.0,Neutral
Worst app My money has been stucked from last number days but no support from coustomer care or anyone elseRaised a complaint still not getting my money back,2022-04-08 09:20:03,,23.599999999999998,21.4,55.00000000000001,21.44,Positive
Very good and useful apps,2022-04-08 08:47:51,,67.9,0.0,32.1,74.74,Positive
Too many security questions to get in side  when you almost finished it will say time out always time out,2022-04-08 05:55:21,1.10.5,11.200000000000001,0.0,88.8,34.0,Positive
Transaction history but NO balance after each transaction It should show balance after each transaction same like bank statements Response Did you read what i have written Just copy and paste same reply to all reviews Pathetic service,2022-04-08 05:08:57,1.10.3,7.000000000000001,19.400000000000002,73.6,-77.17,Negative
st,2022-04-08 04:38:38,1.5.4,0.0,0.0,100.0,0.0,Neutral
Very very bad application number day my money on hold No one received call evey day try many times No one answer by message Really i have very bad experience,2022-04-08 03:11:04,1.10.5,4.1000000000000005,32.9,63.0,-89.96,Negative
it would be much much much better if it could also be a crypto wallet,2022-04-08 02:32:58,,18.2,0.0,81.8,44.04,Positive
Add option to ransfer money fromto other wallets Out of STC Pay for example UrPay Wallet,2022-04-08 00:56:26,1.10.5,0.0,8.5,91.5,-10.27,Negative
pear pear pear cat face unicornpig faceraccoonpig face foxcat face pig face unicornunicorn pig face,2022-04-07 22:35:56,1.3.7.1,0.0,0.0,100.0,0.0,Neutral
It was Superior app  however it takes too much time for local bank transfer and cannot withdraw money from ANB atm for multiple times  the support center representatives are very arrogant without benefits,2022-04-07 17:32:03,1.10.5,15.1,14.399999999999999,70.5,6.68,Positive
number,2022-04-07 14:40:27,1.10.5,100.0,0.0,0.0,7.720000000000001,Positive
Why transaction history not delete options pls fix this one,2022-04-07 13:18:04,1.10.5,0.0,12.0,88.0,-5.72,Negative
,2022-04-07 10:14:24,1.10.1,0.0,0.0,0.0,0.0,Neutral
GOOD S Gg,2022-04-07 09:25:31,1.10.5,100.0,0.0,0.0,70.34,Positive
,2022-04-07 06:15:20,,0.0,0.0,0.0,0.0,Neutral
this is efficient apps,2022-04-07 03:37:06,,48.3,0.0,51.7,42.15,Positive
Not good for sending money international,2022-04-07 00:36:02,1.10.4,0.0,32.5,67.5,-34.12,Negative
The app does not show a report equivalent to an account statement only shows transaction history without the balance after each transaction,2022-04-07 00:21:31,1.10.4,0.0,0.0,100.0,0.0,Neutral
My best app,2022-04-06 19:38:17,1.10.4,67.7,0.0,32.300000000000004,63.690000000000005,Positive
,2022-04-06 18:14:19,1.10.4,0.0,0.0,0.0,0.0,Neutral
Instant transfer very good,2022-04-06 17:18:28,1.10.4,51.6,0.0,48.4,49.27,Positive
I hate the customer support team By mistake I open stcpay via border entry number Then I am not able to add the iqma So I tell them to close the account Then I try to open with iqma but since numbermonth they are not close my accountI call themI did mail but nothing happened from numbernd Decnumber till the date,2022-04-06 16:52:16,1.10.5,5.1,6.9,88.1,-26.169999999999998,Negative
Hope We can Buy load for this app,2022-04-06 16:39:28,1.10.5,29.299999999999997,0.0,70.7,44.04,Positive
Very Bad for international transaction i just sent money numbernumber weeks ago and did not receive the money yet And in my account do not show the transaction details Show it to me your account status is not valid to perform this transaction I am waiting to my money insha Allah then I will remove this app because I am tired to call company for this problem and they response it will be solve in number hours and dose not solve the problem in number weeks,2022-04-06 15:05:08,1.10.5,6.7,13.900000000000002,79.4,-86.71,Negative
Dear Sirmedam Just now I make number transaction but the money still not receivedits was local transaction Please advise immediately because I have a very tension,2022-04-06 14:07:30,1.10.5,20.9,12.0,67.2,13.07,Positive
It suckz I cannot verify my id Its always Saying i am verified But when i go back Its still nOt Its not working Hajsst,2022-04-06 14:07:15,1.10.4,0.0,0.0,100.0,0.0,Neutral
Bad app always shows technical issue when trying to add account for international transfer Same applies when applying for the cardcondact customer care but no response,2022-04-06 11:31:35,1.10.4,7.000000000000001,16.7,76.3,-44.97,Negative
Before I have STC pay app it is by mistake uninstall now again I am install new STC pay its not coming all procedure I have done but last number digit code is not coming I am trying from last numbernumber days plz help me to connect with STC pay app again,2022-04-06 09:51:26,1.10.4,12.1,10.7,77.10000000000001,41.18,Positive
No refounD for local transfer I hope someone to help me,2022-04-06 08:36:51,1.10.4,37.8,14.899999999999999,47.3,52.669999999999995,Positive
I forgot my passcod now I am trying to activate it on Forgot passcod but there is show a technical problem Please find a solution,2022-04-06 06:08:02,1.10.4,21.5,12.9,65.60000000000001,32.910000000000004,Positive
Thanks for your Quick responseSince last update  there are a clear improvements but now crashing and some time responds slower than expected Lag,2022-04-06 04:42:14,1.10.4,20.4,11.700000000000001,67.9,7.720000000000001,Positive
What happened STCpay this second time I transferred money to the number not received but I got the verification code,2022-04-06 01:22:24,1.10.4,6.3,0.0,93.7,3.8699999999999997,Positive
Transferred to my bank account from this app and the amount was returned to the app after disappearing for more than one month It normally works fine but I do not know what happened because of this experience I stopped using it cannot relay on it in my transactions,2022-04-06 01:19:50,1.4.13,2.9000000000000004,4.8,92.30000000000001,-23.82,Negative
Dear sir why the phone number verify code not come set this problem,2022-04-05 23:35:06,1.10.4,22.900000000000002,18.4,58.699999999999996,-5.800000000000001,Negative
Thanks for the app very good,2022-04-05 19:21:36,1.10.4,60.4,0.0,39.6,72.64,Positive
,2022-04-05 16:11:07,1.10.4,0.0,0.0,0.0,0.0,Neutral
Oke,2022-04-05 12:36:50,1.10.4,0.0,0.0,100.0,0.0,Neutral
Very bad experience I made recharge number days ago for my stc number using stc pay but my number never got topped up however number SAR has been deducted from my balance I made complaint but that was also not resolved so far Very bad services When I followed up on unified number of stc pay they said they cannot do anything I would never recommend this app for recharging you mobile cards,2022-04-05 11:53:57,1.10.4,12.0,21.099999999999998,66.9,-86.17,Negative
Excllent red heartred heart,2022-04-05 10:37:59,1.10.4,0.0,0.0,100.0,0.0,Neutral
I can not transfer money international very bad application I try to contact Stc via live chat no answer Thanks,2022-04-05 03:48:57,,12.1,25.1,62.8,-47.54,Negative
I want to send money internationaly,2022-04-05 03:47:53,1.10.4,24.5,0.0,75.5,7.720000000000001,Positive
Hold My Money From number Months And very poor support services Worst experience using this app,2022-04-05 03:41:30,1.10.4,18.0,31.5,50.5,-63.870000000000005,Negative
First of all good but at the night the family of Rambar recommended the number riyalon my friends mobile phone but not recharge also also took Riyal from my account Please please return to my Riyal or arrange any other,2022-04-05 03:38:37,1.10.4,31.5,0.0,68.5,92.80000000000001,Positive
My complained got number months till now I did not get back my number riyal from stcpay,2022-04-04 22:36:34,1.10.4,14.2,14.799999999999999,71.0,-27.32,Negative
Not good for remittance very long time under processenraged faceenraged faceenraged face,2022-04-04 22:02:52,1.10.4,0.0,17.9,82.1,-34.12,Negative
Simplicity of transaction,2022-04-04 20:55:03,1.10.4,0.0,0.0,100.0,0.0,Neutral
,2022-04-04 13:48:12,1.10.4,0.0,0.0,0.0,0.0,Neutral
My transaction is on hold and support agent noT reply since number days  Its very bad feeling  because i need urgent that amount refund or transfer,2022-04-04 12:28:58,1.10.4,20.1,16.0,63.9,6.78,Positive
