content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
thanku,2020-10-11 21:22:45,4.4.1,0.0,0.0,100.0,0.0,Neutral
number,2020-10-11 13:22:39,4.5.2,100.0,0.0,0.0,7.720000000000001,Positive
thumbs up thumbs up,2020-10-11 08:09:27,4.5.2,0.0,0.0,100.0,0.0,Neutral
There is a problem I do not get all the offers that other gets here sawa number is no longer there all my offers are costly Rest every thing is good It would have better if cheaper offers are there,2020-10-11 05:33:46,4.5.2,15.6,13.900000000000002,70.5,20.23,Positive
I am happy,2020-10-11 04:48:30,,78.7,0.0,21.3,57.19,Positive
I registered numberweek data and i have numberGB remaining and stc app appered in my notification it sees i do not have a enough data Nice STC,2020-10-10 21:50:23,4.5.2,11.3,0.0,88.7,42.15,Positive
number years,2020-10-10 20:32:52,4.5.2,56.49999999999999,0.0,43.5,7.720000000000001,Positive
Ap is not working I have tried different ways to log in with my number and Iqama and non works pls fix and deploy a new update It was working well a few weeks ago number oct number,2020-10-10 09:21:57,4.5.2,19.6,0.0,80.4,51.06,Positive
gilllm,2020-10-10 07:29:42,3.9.1,0.0,0.0,100.0,0.0,Neutral
Poor signal sometime,2020-10-10 06:45:58,4.4.1,0.0,60.8,39.2,-47.67,Negative
Best mobile provider I am Saudi Saudi Arabia,2020-10-10 06:21:21,4.5.2,41.199999999999996,0.0,58.8,63.690000000000005,Positive
Extremly excellent service,2020-10-10 05:38:10,4.5.2,64.9,0.0,35.099999999999994,57.19,Positive
I like this appsis nice and easy to see you are balance,2020-10-09 22:24:54,,50.6,0.0,49.4,80.2,Positive
This application is very good OK hand,2020-10-09 07:55:25,,71.2,0.0,28.799999999999997,87.1,Positive
Very fast and efficient,2020-10-09 07:49:17,4.5.2,50.5,0.0,49.5,47.03,Positive
,2020-10-09 04:32:44,4.5.2,0.0,0.0,0.0,0.0,Neutral
number,2020-10-08 15:26:39,,100.0,0.0,0.0,7.720000000000001,Positive
,2020-10-08 07:58:01,4.5.2,0.0,0.0,0.0,0.0,Neutral
,2020-10-08 06:13:31,4.5.2,0.0,0.0,0.0,0.0,Neutral
It is good but sometimes it annoys when they rise price,2020-10-08 00:54:13,4.5.2,13.3,25.3,61.4,-41.18,Negative
Usless app You cannot see old bills,2020-10-07 11:04:38,4.5.2,0.0,0.0,100.0,0.0,Neutral
Well good enough,2020-10-07 10:00:54,3.3.1,83.3,0.0,16.7,61.24000000000001,Positive
I cannot login with this app does it support android number,2020-10-07 07:26:53,4.5.2,33.300000000000004,0.0,66.7,45.879999999999995,Positive
Very good app easy to use,2020-10-07 03:20:13,4.5.2,61.4,0.0,38.6,74.74,Positive
Since i updated the app i cannot login it keep saying i do not have stc number I have been using my stc number for the last number years What is wrong with this application,2020-10-07 03:08:46,4.5.2,0.0,20.0,80.0,-58.120000000000005,Negative
,2020-10-06 09:23:33,4.5.2,0.0,0.0,0.0,0.0,Neutral
very nice app,2020-10-06 08:32:39,4.5.2,60.699999999999996,0.0,39.300000000000004,47.54,Positive
all manths update,2020-10-06 02:32:43,,0.0,0.0,100.0,0.0,Neutral
I really enjoyed using it,2020-10-06 02:16:32,4.5.2,54.50000000000001,0.0,45.5,55.63,Positive
Fair,2020-10-05 23:29:05,4.4.1,100.0,0.0,0.0,31.819999999999997,Positive
Honestly speakingyou service are not good at allI wonder how you will keep it for how longif you do not change in you ways am sure you will lose many customers seriously it is too irritating,2020-10-05 23:23:16,4.5.2,11.799999999999999,21.7,66.5,-54.32,Negative
I like this app because i saw my offer and very easy to connect,2020-10-05 20:27:12,4.4.1,36.3,0.0,63.7,69.01,Positive
very helpful and user friendly,2020-10-05 14:33:58,4.5.2,67.7,0.0,32.300000000000004,74.25,Positive
Good features Nice look,2020-10-05 05:12:02,4.5.2,74.0,0.0,26.0,69.08,Positive
Why every time update what happened to you people,2020-10-05 05:08:24,4.5.2,0.0,0.0,100.0,0.0,Neutral
Good networking,2020-10-05 03:13:27,4.5.2,74.4,0.0,25.6,44.04,Positive
,2020-10-05 02:31:45,,0.0,0.0,0.0,0.0,Neutral
It was good in the beginning but am just getting tired of update this is driving me crazy  every time update  pliz check that,2020-10-05 01:31:55,4.4.1,6.5,23.200000000000003,70.19999999999999,-71.84,Negative
Ghh,2020-10-04 22:41:53,,0.0,0.0,100.0,0.0,Neutral
Nice and helpful app,2020-10-04 15:59:30,4.5.2,73.7,0.0,26.3,68.08,Positive
,2020-10-04 12:30:27,4.5.0,0.0,0.0,0.0,0.0,Neutral
wonderful,2020-10-04 12:24:34,4.4.1,100.0,0.0,0.0,57.19,Positive
,2020-10-04 08:25:23,,0.0,0.0,0.0,0.0,Neutral
,2020-10-04 06:38:07,4.5.2,0.0,0.0,0.0,0.0,Neutral
pretty handy,2020-10-04 04:44:59,4.5.2,76.2,0.0,23.799999999999997,49.39,Positive
Awesome Philippines,2020-10-04 04:22:13,4.5.2,80.4,0.0,19.6,62.49,Positive
So Nice Sawa App,2020-10-03 10:00:20,4.3.0,50.8,0.0,49.2,47.54,Positive
Why do you enforce the update red exclamation mark,2020-10-03 09:37:53,4.4.1,0.0,0.0,100.0,0.0,Neutral
Cont log in by using new version Useless,2020-10-03 08:38:52,4.5.2,0.0,28.599999999999998,71.39999999999999,-42.15,Negative
It is Good,2020-10-03 06:20:08,4.4.1,59.199999999999996,0.0,40.8,44.04,Positive
This time i do not like it thumbs down so bad,2020-10-03 05:01:25,4.5.2,0.0,45.2,54.800000000000004,-76.51,Negative
Love this app,2020-10-03 01:42:09,3.18.0,67.7,0.0,32.300000000000004,63.690000000000005,Positive
An MYSTC App professional,2020-10-03 01:37:41,4.5.2,0.0,0.0,100.0,0.0,Neutral
It is good because I can call many countriesihope to increase the countries that we can call,2020-10-02 23:20:20,4.5.2,27.1,0.0,72.89999999999999,63.690000000000005,Positive
Very useful and supportive app in all aspects Life made easy with my stc Thank you,2020-10-02 17:27:55,4.5.2,48.0,0.0,52.0,87.66000000000001,Positive
Stc is the best always,2020-10-02 14:24:39,4.5.2,51.2,0.0,48.8,63.690000000000005,Positive
Very good Aap,2020-10-02 13:55:30,,61.5,0.0,38.5,49.27,Positive
It is an amazing app Performs tasks with perfection,2020-10-02 12:53:08,4.5.2,51.7,0.0,48.3,81.76,Positive
Cannot log in,2020-10-02 12:27:14,4.5.2,0.0,0.0,100.0,0.0,Neutral
Since the update i cannot access my account nowplease help,2020-10-02 12:25:10,4.5.2,25.2,0.0,74.8,40.19,Positive
number useless app,2020-10-02 11:48:02,4.5.2,25.5,54.900000000000006,19.6,-36.120000000000005,Negative
Every few days number days approx why is the App requiring update,2020-10-02 11:33:11,4.4.1,10.6,0.0,89.4,7.720000000000001,Positive
beautifully and easy app,2020-10-02 09:16:14,4.5.2,76.7,0.0,23.3,76.5,Positive
wow amazing,2020-10-02 08:07:50,,100.0,0.0,0.0,82.25,Positive
very poor signal i recharge numbergb for number months but the service for internet is not good,2020-10-02 04:54:33,4.5.2,5.8999999999999995,27.3,66.8,-63.160000000000004,Negative
numberDebit card not support for recharge number Consuming more data for each update and its update release within short period,2020-10-02 01:04:24,4.5.2,6.0,10.5,83.5,-24.01,Negative
Really important app,2020-10-01 14:00:28,,51.1,0.0,48.9,27.16,Positive
I cannot singin always ask for correct Time and date,2020-10-01 12:22:14,4.5.2,0.0,0.0,100.0,0.0,Neutral
Help ful,2020-10-01 12:07:10,4.5.2,73.0,0.0,27.0,40.19,Positive
Not good Soo slow,2020-10-01 09:45:51,4.4.1,0.0,44.5,55.50000000000001,-34.12,Negative
The previous version was amazing and eazy to use but now you have to learn how to browse the app first and more thing every week you have to update your app why please fix this it is awesome anyway thanks STC company keep it grow,2020-10-01 09:18:11,4.2.1,26.1,0.0,73.9,94.17999999999999,Positive
good excellent,2020-10-01 09:13:51,4.5.2,100.0,0.0,0.0,76.5,Positive
More on internet offers PLEASE,2020-10-01 08:58:39,,43.1,0.0,56.89999999999999,46.48,Positive
Okay good,2020-10-01 08:41:24,4.4.1,100.0,0.0,0.0,58.589999999999996,Positive
Nice app experience,2020-10-01 07:06:03,4.5.2,58.3,0.0,41.699999999999996,42.15,Positive
It is an amazing apps love it,2020-10-01 06:36:38,4.5.2,61.5,0.0,38.5,84.02,Positive
,2020-10-01 06:16:01,4.4.1,0.0,0.0,0.0,0.0,Neutral
what hapeen to this new version ITS USELESSS CAN YOU FIX THIS,2020-10-01 03:19:55,4.5.2,0.0,0.0,100.0,0.0,Neutral
I was told to updatewhen the updates finishedi am told its compatible with my phoneSo it cannot be opened or accessedKindly help,2020-10-01 01:55:57,4.4.1,11.899999999999999,0.0,88.1,40.19,Positive
Exceptional apps makes you are life easier and all the services at you are fingure tip Bravo STC keep it up,2020-10-01 01:06:24,4.5.2,12.3,0.0,87.7,42.15,Positive
In number years more than number to number update i will finally uninstall this app and will shift to another network,2020-09-30 23:58:39,4.3.0,18.7,0.0,81.3,22.63,Positive
Every time i open the app the version is no more support update What the heck Why every month an update and why always need to update if i am not interested in new features Its taking too much space in phone because of too much update The problem is too much app has unnecessary features but if you ewnt to use nothing is working,2020-09-30 23:40:26,4.4.1,3.0,7.7,89.3,-26.919999999999998,Negative
Develop or implement like STC apps should not use any single bit of USER data and its free from STC Eaven we do not have data packs or balance we should able to open APP and we can recharge,2020-09-30 20:45:06,4.5.2,13.600000000000001,0.0,86.4,70.03,Positive
House full,2020-09-30 19:43:27,4.5.2,0.0,0.0,100.0,0.0,Neutral
Good sarvice,2020-09-30 15:02:22,4.5.2,74.4,0.0,25.6,44.04,Positive
Nnice,2020-09-30 07:22:52,,0.0,0.0,100.0,0.0,Neutral
Been trying to buy anything from the store in the app It does not work Do not bother yourself with this app,2020-09-30 06:18:21,,8.799999999999999,0.0,91.2,25.840000000000003,Positive
Mabilis siyagrinning faceface with tears of joy,2020-09-30 06:03:53,4.5.2,35.5,17.8,46.7,44.04,Positive
Not helping after the new update please do something am giving up onto this,2020-09-30 05:40:29,,26.700000000000003,10.7,62.5,42.38,Positive
Need to make it better and easy,2020-09-30 05:20:03,,53.7,0.0,46.300000000000004,70.03,Positive
good for all,2020-09-30 04:42:13,4.5.2,59.199999999999996,0.0,40.8,44.04,Positive
fantastik,2020-09-29 23:35:00,4.5.2,0.0,0.0,100.0,0.0,Neutral
This app is awesome for who use STC connection,2020-09-29 14:38:47,4.5.2,33.900000000000006,0.0,66.10000000000001,62.49,Positive
Keeps on updating it makes the internal memory full,2020-09-29 14:23:22,4.5.2,0.0,0.0,100.0,0.0,Neutral
Good service I like stc,2020-09-29 13:13:08,4.4.1,73.0,0.0,27.0,65.97,Positive
Very simple app best like it,2020-09-29 12:42:48,4.5.2,63.5,0.0,36.5,78.84,Positive
,2020-09-29 12:04:27,4.4.2,0.0,0.0,0.0,0.0,Neutral
It is really amazing,2020-09-29 11:50:49,4.5.2,57.699999999999996,0.0,42.3,62.4,Positive
owesome,2020-09-29 11:46:53,,0.0,0.0,100.0,0.0,Neutral
It helps a lot to check the balance And your internet consumption,2020-09-29 11:21:29,4.5.2,20.599999999999998,0.0,79.4,38.18,Positive
Very use full pakges,2020-09-29 11:00:39,4.5.2,0.0,0.0,100.0,0.0,Neutral
I love this,2020-09-29 10:52:01,4.5.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Excellentyour offer package,2020-09-29 10:38:49,,0.0,0.0,100.0,0.0,Neutral
Perfect and excellent idea but they need to increase the connection with many service provider not only SASCO we need more,2020-09-29 10:06:28,4.5.2,29.799999999999997,0.0,70.19999999999999,76.84,Positive
Bad interface with users,2020-09-29 09:00:14,4.5.2,0.0,53.800000000000004,46.2,-54.230000000000004,Negative
Why is it asking for update everytime,2020-09-29 08:56:23,,0.0,0.0,100.0,0.0,Neutral
This update is worst I tried to login and OTP not being delivered to my phone number Useless update,2020-09-29 08:43:05,4.5.2,5.6000000000000005,29.7,64.7,-76.5,Negative
Something went wrong,2020-09-29 08:37:23,,0.0,60.8,39.2,-47.67,Negative
Switched Zain  STC  scam,2020-09-29 08:03:21,4.5.2,0.0,55.2,44.800000000000004,-57.19,Negative
Very Usefull,2020-09-29 07:06:15,4.5.2,0.0,0.0,100.0,0.0,Neutral
Excellent service with quick respose,2020-09-29 06:16:56,4.4.1,48.1,0.0,51.9,57.19,Positive
Very easy thumbs upthumbs upthumbs upthumbs upthumbs up,2020-09-29 05:46:51,4.5.2,31.3,0.0,68.7,49.27,Positive
It is a good for now,2020-09-29 01:25:40,,42.0,0.0,57.99999999999999,44.04,Positive
Saudi arab,2020-09-29 00:47:57,4.5.0,0.0,0.0,100.0,0.0,Neutral
Good i love it,2020-09-28 23:56:10,4.4.1,87.7,0.0,12.3,79.64,Positive
I cannot register because I do not have a phone number but I have a data sim I cannot view my usage it is stupid,2020-09-28 21:53:58,4.5.2,0.0,25.1,74.9,-69.17999999999999,Negative
It is nice  better to use,2020-09-28 15:31:21,4.5.2,58.8,0.0,41.199999999999996,69.08,Positive
Nice thumbs upthumbs upthumbs upthumbs upthumbs upthumbs up,2020-09-28 14:32:12,4.5.0,28.599999999999998,0.0,71.39999999999999,42.15,Positive
thumbs down light skin tone,2020-09-28 14:16:44,,0.0,0.0,100.0,0.0,Neutral
NICE TO USE IN SAUDI GOOD SERVICE smiling face with smiling eyessmiling face with smiling eyessmiling face with smiling eyes,2020-09-28 13:51:27,,57.8,0.0,42.199999999999996,95.94,Positive
I forgot password How to choose new password,2020-09-28 13:10:58,4.5.2,0.0,0.0,100.0,0.0,Neutral
Thank you for a good service,2020-09-28 12:51:23,4.4.1,64.3,0.0,35.699999999999996,65.97,Positive
Supper good,2020-09-28 12:33:05,4.5.2,74.4,0.0,25.6,44.04,Positive
My data expiry date is only visible for less than a half second Why is this,2020-09-28 11:52:07,4.5.2,0.0,0.0,100.0,0.0,Neutral
Every some days ned update not good,2020-09-28 11:37:57,4.5.0,0.0,28.599999999999998,71.39999999999999,-34.12,Negative
Continues to be a trash Zero rating continues Crashes all the time Rubbish app Earlier version was stable and good I have removed the app,2020-09-28 11:35:52,4.5.2,19.5,0.0,80.5,62.49,Positive
I have give it one star because the app is very useless every time needs to be updated,2020-09-28 10:28:06,4.5.0,0.0,16.2,83.8,-47.54,Negative
Good app Please work on compatibility with Samsung tablets,2020-09-28 10:23:55,,42.6,0.0,57.4,63.690000000000005,Positive
something went wrong,2020-09-28 09:16:33,4.5.2,0.0,60.8,39.2,-47.67,Negative
Cannot ubdate or install,2020-09-28 09:02:40,4.4.1,0.0,0.0,100.0,0.0,Neutral
Worst customer service stc,2020-09-28 08:40:27,4.5.2,0.0,57.699999999999996,42.3,-62.49,Negative
,2020-09-28 08:08:47,,0.0,0.0,0.0,0.0,Neutral
Otp does not come after update,2020-09-28 04:54:30,4.5.2,0.0,0.0,100.0,0.0,Neutral
waw top ap,2020-09-28 04:35:46,4.4.2,47.4,0.0,52.6,20.23,Positive
Why my stc not eligible for payment in Google play,2020-09-28 04:21:50,4.5.2,21.099999999999998,0.0,78.9,34.0,Positive
So nc smiling face with hearteyes,2020-09-28 04:20:10,,39.6,0.0,60.4,50.7,Positive
There are a lot of bugs here and there and a lot of updates that do not fix anything slightly smiling face,2020-09-28 04:10:04,,12.5,0.0,87.5,40.33,Positive
great experience,2020-09-28 03:52:52,4.5.2,80.4,0.0,19.6,62.49,Positive
But why updates all the time i updated numbern numberth sep and on numberth your asking for update again do not you think it is too much,2020-09-28 03:52:03,4.5.2,0.0,0.0,100.0,0.0,Neutral
Excellent but need to add more services,2020-09-28 03:24:40,4.5.0,28.1,0.0,71.89999999999999,32.910000000000004,Positive
I cannot log in in my account anymore,2020-09-28 02:22:00,,0.0,0.0,100.0,0.0,Neutral
Good mystic ksa,2020-09-28 02:12:57,4.5.2,59.199999999999996,0.0,40.8,44.04,Positive
,2020-09-28 01:30:59,,0.0,0.0,0.0,0.0,Neutral
Server always busy  unable to download the apps,2020-09-28 01:09:15,4.0.2,0.0,0.0,100.0,0.0,Neutral
I updated already this why it is always unavailable,2020-09-28 00:28:15,4.5.2,0.0,0.0,100.0,0.0,Neutral
please remove my vat,2020-09-28 00:22:51,4.5.2,43.4,0.0,56.599999999999994,31.819999999999997,Positive
Not working,2020-09-27 23:39:11,4.5.2,0.0,0.0,100.0,0.0,Neutral
Great app,2020-09-27 22:24:02,4.5.2,80.4,0.0,19.6,62.49,Positive
Breeze,2020-09-27 22:13:05,4.4.1,0.0,0.0,100.0,0.0,Neutral
world of tha best app for stc,2020-09-27 19:51:23,4.4.1,41.199999999999996,0.0,58.8,63.690000000000005,Positive
With the new version I cannot login it does not send me the code,2020-09-27 16:44:32,3.9.1,0.0,0.0,100.0,0.0,Neutral
Thanks it is good,2020-09-27 14:35:31,4.5.2,74.4,0.0,25.6,70.03,Positive
There is no option to change the number to receive the OTP and I do not have the number registered to receive it on so I cannot login anymore,2020-09-27 10:33:33,4.5.2,9.0,7.6,83.3,-15.310000000000002,Negative
Very awsome and very useful,2020-09-27 10:32:35,4.5.2,44.4,0.0,55.60000000000001,49.27,Positive
Noice,2020-09-27 08:18:56,,0.0,0.0,100.0,0.0,Neutral
call me handcall me handcall me hand,2020-09-27 03:30:10,4.3.0,34.8,0.0,65.2,49.39,Positive
In the last update there is root check system It is so pethatic that the developer pretend it is for protecting users data if i want my data to be protected i will not root my device I will never use this app and i will transfer my number to another provider Goodbye STC,2020-09-27 02:27:26,4.5.2,10.4,2.6,87.0,47.67,Positive
after the update i cannot find the special offer in my stc app so disappointing,2020-09-27 00:13:03,4.5.2,0.0,34.699999999999996,65.3,-74.87,Negative
Worst update cannot see my account details  usage details and subscription details older version was better,2020-09-26 14:57:36,4.5.2,13.8,19.5,66.7,-29.599999999999998,Negative
Sometimes did not work,2020-09-26 13:41:50,4.5.0,0.0,0.0,100.0,0.0,Neutral
New version is very bad you cannot login to check or able to subscribe to anything,2020-09-26 06:22:56,,0.0,20.200000000000003,79.80000000000001,-58.489999999999995,Negative
Since last week we have received number updates and all are totally useless and fail Still the cancel of contract function not working Every time i click on cancel the contract it gives error My honest advice for you is to change the developer of the app at your earliest otherwise you will loose your name and place,2020-09-26 05:31:11,4.5.2,6.6000000000000005,22.8,70.5,-88.22,Negative
Every time needed to update this applicationold version was quite good,2020-09-26 05:25:23,4.3.0,24.2,0.0,75.8,49.27,Positive
,2020-09-26 04:31:54,4.5.2,0.0,0.0,0.0,0.0,Neutral
thumbs up light skin tone Easy to use and practical,2020-09-26 01:50:32,2.11.1,24.4,0.0,75.6,44.04,Positive
MY STC PROVIDING GOOD SERVICES,2020-09-26 01:33:14,,42.0,0.0,57.99999999999999,44.04,Positive
Easy and comfortable,2020-09-25 07:53:34,4.5.1,86.1,0.0,13.900000000000002,73.50999999999999,Positive
stc,2020-09-24 23:11:57,4.5.1,0.0,0.0,100.0,0.0,Neutral
,2020-09-24 19:50:08,4.5.1,0.0,0.0,0.0,0.0,Neutral
Not working from number days,2020-09-24 15:58:06,4.5.1,0.0,23.400000000000002,76.6,-5.72,Negative
Excellent network thumbs up,2020-09-24 12:37:32,4.5.1,55.2,0.0,44.800000000000004,57.19,Positive
Its realy good,2020-09-24 11:31:43,4.4.2,59.199999999999996,0.0,40.8,44.04,Positive
App was great until STC decided to automatically subscribe me to Jawwy TV app which I am totally not interested,2020-09-24 05:50:28,4.5.1,17.299999999999997,10.7,71.89999999999999,37.44,Positive
Well no root no STC,2020-09-24 03:41:57,4.5.1,24.7,51.800000000000004,23.5,-31.819999999999997,Negative
No balance enquiry this app no data balance visible,2020-09-24 02:53:22,4.5.1,0.0,38.6,61.4,-52.669999999999995,Negative
This is one of the WORST application in the Playstore Asking for updates frequently and Also I cannot even Recharge my Stc number it is showing always Errror messages,2020-09-24 02:43:46,4.5.1,4.0,15.0,80.9,-67.39,Negative
Best ever sim card app,2020-09-24 01:17:38,4.5.1,51.2,0.0,48.8,63.690000000000005,Positive
Upon updating the application will not run like it used to beIt will not allow you to check your balance and it just promoting its store,2020-09-23 20:47:54,4.5.1,8.5,12.9,78.60000000000001,-7.109999999999999,Negative
After updating now i cannot log in to check how much remaining internet quota,2020-09-23 20:44:42,4.5.1,0.0,0.0,100.0,0.0,Neutral
After the current update can you pleasentell how do i recharge check my remaining data and other things which previous update contains,2020-09-23 16:12:52,4.5.1,0.0,0.0,100.0,0.0,Neutral
Difficult for me to log in,2020-09-23 15:51:17,4.5.1,0.0,33.300000000000004,66.7,-36.120000000000005,Negative
This app is not working in my android when I open this  something went wrong  error please solve this i update also new version not working,2020-09-23 12:42:23,4.5.1,13.700000000000001,19.400000000000002,66.9,-40.19,Negative
My app stopped working suddenly  What should I do,2020-09-23 11:36:50,,0.0,21.3,78.7,-22.63,Negative
After update first time placed order  delivery guy was front of door i gave him code and sign and same time received message  your order is cancel And also they write reason Without knowing me This kind of service really shame,2020-09-23 11:17:11,4.5.1,0.0,12.4,87.6,-65.9,Negative
This app is not working Something is rong Not ready,2020-09-23 10:51:08,4.5.1,0.0,19.0,81.0,-27.55,Negative
Best one,2020-09-23 10:49:59,4.5.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
I cannot access my app plz fix,2020-09-23 09:08:22,4.5.1,20.599999999999998,0.0,79.4,7.720000000000001,Positive
,2020-09-23 08:54:01,4.5.1,0.0,0.0,0.0,0.0,Neutral
Easier life,2020-09-23 07:36:33,4.5.0,73.7,0.0,26.3,42.15,Positive
So expensive data prices really stupid number gb data number sar stupid service,2020-09-23 07:04:31,,16.2,37.8,46.1,-73.75,Negative
Excellent app I am able to manage all my numbers from my phone,2020-09-23 04:54:25,4.5.1,25.2,0.0,74.8,57.19,Positive
Professional app,2020-09-23 03:43:42,4.5.0,0.0,0.0,100.0,0.0,Neutral
Spr,2020-09-23 02:47:40,4.4.1,0.0,0.0,100.0,0.0,Neutral
Since the new version with this purple screen I am not able to login and keep saying something went wrong and login again Besides this even when while logging in there is a sick way of registering your cell phone number each and everytime unlike the older easier version Kindly fix this issue or I may have to change to other mobile networks,2020-09-23 01:37:58,4.5.1,10.6,9.3,80.10000000000001,-2.58,Negative
Veary and good offer give me this app,2020-09-23 00:36:09,4.5.0,29.299999999999997,0.0,70.7,44.04,Positive
Good applicationexceptional,2020-09-22 20:12:21,4.5.0,74.4,0.0,25.6,44.04,Positive
Amazing service and best in customer satisfaction,2020-09-22 19:08:14,4.5.1,73.2,0.0,26.8,89.79,Positive
Like the apps,2020-09-22 14:48:21,,55.60000000000001,0.0,44.4,36.120000000000005,Positive
It is very srong wep,2020-09-22 10:52:36,,0.0,0.0,100.0,0.0,Neutral
It is good to have it becouse it is easier to solve cards problem eg credit etc,2020-09-22 08:42:16,,40.699999999999996,10.9,48.4,75.06,Positive
Not working since September number,2020-09-22 06:42:27,,24.5,0.0,75.5,7.720000000000001,Positive
Very bad,2020-09-22 04:11:18,3.12.1,0.0,79.10000000000001,20.9,-58.489999999999995,Negative
sms,2020-09-22 03:42:54,,0.0,0.0,100.0,0.0,Neutral
,2020-09-22 01:19:34,4.5.0,0.0,0.0,0.0,0.0,Neutral
A great thumbs up service clapping hands OK hand,2020-09-22 00:25:55,4.5.0,67.2,0.0,32.800000000000004,88.16000000000001,Positive
,2020-09-21 21:27:10,,0.0,0.0,0.0,0.0,Neutral
Stc working is too good,2020-09-21 17:36:34,4.5.0,42.0,0.0,57.99999999999999,44.04,Positive
very easy access i love the apps,2020-09-21 10:48:59,4.5.0,65.7,0.0,34.300000000000004,82.50999999999999,Positive
Good one,2020-09-21 09:29:14,4.5.0,74.4,0.0,25.6,44.04,Positive
Good All thanks stc sawa kasathumbs upsparkling heart,2020-09-21 05:40:45,4.5.0,49.2,0.0,50.8,70.03,Positive
Very good experience,2020-09-21 01:47:43,4.5.0,61.5,0.0,38.5,49.27,Positive
Has not been working after the latest update Brings up an error message saying Sorry for the inconvenience we are going fix it as soon as we can,2020-09-21 00:55:50,4.5.0,0.0,20.599999999999998,79.4,-67.05,Negative
hello stc after the latest update why i cannot open your apps,2020-09-21 00:53:47,4.5.0,0.0,0.0,100.0,0.0,Neutral
The mystc app has been Crashing  and restarting with error message for the past number days on my android phone  Looks like working fine on apple devices,2020-09-20 23:25:02,4.5.0,17.9,8.6,73.5,22.63,Positive
The last update not working,2020-09-20 23:01:16,4.5.0,0.0,0.0,100.0,0.0,Neutral
can no longer login,2020-09-20 22:36:43,4.5.0,0.0,42.3,57.699999999999996,-29.599999999999998,Negative
What is the relation of time i do not like to change my mobile time yo use this app remove this option to correct time I keep number minute faster,2020-09-20 21:59:22,4.5.0,4.3999999999999995,7.199999999999999,88.4,-20.47,Negative
now not good stc,2020-09-20 16:48:08,4.4.1,0.0,44.5,55.50000000000001,-34.12,Negative
Good alhamudhillah bt network nowdays is too bad,2020-09-20 14:46:16,4.5.0,23.400000000000002,28.199999999999996,48.4,-15.310000000000002,Negative
Excellent OK handOK handOK hand,2020-09-20 14:41:40,4.5.0,83.1,0.0,16.900000000000002,87.0,Positive
Unable to recharge my account via mada card kindly fix the issue,2020-09-20 13:04:40,4.5.0,22.5,0.0,77.5,49.39,Positive
Outstanding,2020-09-20 08:24:21,,100.0,0.0,0.0,61.24000000000001,Positive
Cannot log in after updates Previous was very user friendly,2020-09-20 06:56:20,4.0.2,27.900000000000002,0.0,72.1,53.900000000000006,Positive
Gufran Ahmad,2020-09-20 06:48:30,,0.0,0.0,100.0,0.0,Neutral
Cannot login after update,2020-09-20 04:13:40,4.5.0,0.0,0.0,100.0,0.0,Neutral
very bad update this version poor not good,2020-09-20 04:05:22,,0.0,65.0,35.0,-85.19,Negative
Apee,2020-09-20 03:40:46,4.4.1,0.0,0.0,100.0,0.0,Neutral
Why does STC every time when it updates it does not allow you to open up your account and tells you to go and open account in the main STC,2020-09-20 03:34:43,4.5.0,0.0,5.4,94.6,-16.950000000000003,Negative
Latest upgrade can in no way be considered an upgrade Upgrades are meant to improve apps not make them worst Its a downgrade,2020-09-20 03:12:35,4.5.0,22.6,8.0,69.39999999999999,61.160000000000004,Positive
i like it very nice,2020-09-20 02:56:35,4.5.0,73.7,0.0,26.3,68.01,Positive
,2020-09-20 02:51:33,4.5.0,0.0,0.0,0.0,0.0,Neutral
Osm,2020-09-20 02:50:13,,0.0,0.0,100.0,0.0,Neutral
Bad app and it stops working a lot,2020-09-20 00:48:41,4.5.0,0.0,50.5,49.5,-62.49,Negative
Goog,2020-09-20 00:31:58,,0.0,0.0,100.0,0.0,Neutral
,2020-09-19 23:43:11,,0.0,0.0,0.0,0.0,Neutral
smoothies,2020-09-19 22:53:30,4.5.0,0.0,0.0,100.0,0.0,Neutral
,2020-09-19 14:15:16,4.5.0,0.0,0.0,0.0,0.0,Neutral
Not working in galaxy snumber edge android numbernumber After enter the otp it says Oops sorry for the inconvenience We are going to fix it as soon as we can loudly crying face Cannot login Please fix it,2020-09-19 14:12:33,,0.0,20.7,79.3,-78.22,Negative
ugly new update now onetime log in but you cannot log in,2020-09-19 14:00:10,4.5.0,0.0,16.3,83.7,-28.46,Negative
The new update is worst I am no able to login after update,2020-09-19 12:01:29,4.5.0,0.0,38.7,61.3,-74.3,Negative
,2020-09-19 11:31:46,4.2.2,0.0,0.0,0.0,0.0,Neutral
perfect,2020-09-19 07:12:22,4.5.0,100.0,0.0,0.0,57.19,Positive
Its showing error from two days on my phone showing sorry for the inconvenience problem will be solved,2020-09-19 06:16:45,4.5.0,8.6,37.9,53.5,-72.69,Negative
update after not open this softwaremassage come sorry for the inconvenience we are going to fix it as soon as,2020-09-18 23:58:48,4.5.0,0.0,17.4,82.6,-42.15,Negative
Bad update i cannot open the app Need help,2020-09-18 09:35:34,,22.1,28.7,49.2,-20.23,Negative
